id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count,date_year
34178,Pilgrim's Bakery and Restaurant,Pilgrim's Bakery and Restaurant,,,,27x16cm folded; 27x32cm open,,,1914-0880_wotm,1914-09-01,Pilgrim's Bakery and Restaurant,Dollars,$,under review,4,176,1914.0
34179,The Beekman Café Co.,The Beekman Café Co.,,,,28x17.5cm folded; 28x35cm open,,,1914-0881_wotm,1914-09-01,The Beekman Café Co.,Dollars,$,complete,3,284,1914.0
34180,Drake's,Drake's,,,,28x17.5cm folded; 28x35cm open,,,1914-0882_wotm,1914-09-01,Drake's,Dollars,$,under review,4,361,1914.0
34181,Pontin's Restaurant,Pontin's Restaurant,,,,26x16.5cm folded; 26x33cm open,,,1914-0883_wotm,1914-09-01,Pontin's Restaurant,Dollars,$,complete,4,427,1914.0
34182,The Garret Café,The Garret Café,,,,24x11.5cm,,,1914-0884_wotm,1914-09-01,The Garret Café,Dollars,$,complete,1,87,1914.0
34183,Rigg's,Rigg's,,,,28x17.5cm folded; 28x35cm open,,,1914-0885_wotm,1914-09-01,Rigg's,Dollars,$,under review,4,374,1914.0
34184,The Garret Café,The Garret Café,,,,17x11.5cm,,,1914-0886_wotm,1914-09-01,The Garret Café,Dollars,$,under review,1,43,1914.0
34185,Garret Restaurant,Garret Restaurant,,,,27x16cm folded; 27x32cm open,,,1914-0887_wotm,1914-09-01,Garret Restaurant,Dollars,$,complete,3,370,1914.0
34186,M. Lorenzo Café,M. Lorenzo Café,,,,22x14cm,,,1914-0888_wotm,1914-09-01,M. Lorenzo Café,Dollars,$,complete,1,34,1914.0
34187,Barron's Buffet,Barron's Buffet,,,,24x14cm,,,1914-0889_wotm,1914-09-01,Barron's Buffet,Dollars,$,under review,2,140,1914.0
34188,Smith's Restaurant and Lunch Room,Smith's Restaurant and Lunch Room,,,,26x14cm,,,1914-0890_wotm,1914-09-01,Smith's Restaurant and Lunch Room,Dollars,$,under review,1,47,1914.0
34189,Ye Olde Dutch Tavern,Ye Olde Dutch Tavern,,,,28x18cm,,,1914-0891_wotm,1914-09-01,Ye Olde Dutch Tavern,Dollars,$,under review,2,218,1914.0
34190,Hotel Princesa Café and Restaurant,Hotel Princesa Café and Restaurant,,,,28x35.5cm,,,1914-0892_wotm,1914-09-01,Hotel Princesa Café and Restaurant,Dollars,$,under review,2,220,1914.0
34191,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0893_wotm,1914-09-01,Waldorf Astoria,Dollars,$,under review,1,130,1914.0
34192,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0894_wotm,1914-09-01,Waldorf Astoria,Dollars,$,under review,1,137,1914.0
34193,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0895_wotm,1914-09-01,Waldorf Astoria,Dollars,$,complete,1,147,1914.0
34194,Waldorf Astoria,Waldorf Astoria,,,,23x14cm folded; 23x28cm open,,,1914-0896_wotm,1914-09-02,Waldorf Astoria,Dollars,$,under review,4,205,1914.0
34195,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0897_wotm,1914-09-02,Waldorf Astoria,Dollars,$,under review,1,133,1914.0
34196,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0898_wotm,1914-09-02,Waldorf Astoria,Dollars,$,complete,1,135,1914.0
34197,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,15x10cm,,,1914-0899_wotm,1914-09-02,[Restaurant name and/or location not given],Dollars,$,complete,1,20,1914.0
34198,Masonic Temple,Masonic Temple,,,,20.5x12.5cm folded; 20.5x25cm open,,,1914-0900_wotm,1914-09-03,Masonic Temple,,,complete,4,15,1914.0
34199,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0901_wotm,1914-09-03,Waldorf Astoria,Dollars,$,under review,3,392,1914.0
34200,Adams' Restaurant,Adams' Restaurant,,,,27.5x17cm folded; 27.5x34cm open,,,1914-0902_wotm,1914-09-04,Adams' Restaurant,Dollars,$,complete,5,409,1914.0
34201,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0903_wotm,1914-09-04,Waldorf Astoria,Dollars,$,complete,10,1360,1914.0
34202,Waldorf Astoria,Waldorf Astoria,,,,23x14cm folded; 23x28cm open,,,1914-0904_wotm,1914-09-04,Waldorf Astoria,Dollars,$,under review,4,195,1914.0
34203,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,15x10cm,,,1914-0905_wotm,1914-09-13,[Restaurant name and/or location not given],Dollars,$,under review,2,41,1914.0
34204,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0906_wotm,1914-09-09,Waldorf Astoria,Dollars,$,under review,2,257,1914.0
34205,United States Hotel,United States Hotel,,,,23.5x14cm,,,1914-0907_wotm,1914-09-10,United States Hotel,,,complete,1,51,1914.0
34206,"S.S. ""Bruce""","S.S. ""Bruce""",,,,21x13.5cm,,,1914-0908_wotm,1914-09-10,"S.S. ""Bruce""",Canadian Dollars,C$,complete,4,72,1914.0
34207,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0909_wotm,1914-09-10,Waldorf Astoria,Dollars,$,complete,3,285,1914.0
34208,Hotel Champlain,Hotel Champlain,,,,23.5x14.5cm folded; 23.5x29cm open,,Plattsburg Centenary Celebration,1914-0910_wotm,1914-09-11,Hotel Champlain,,,under review,17,19,1914.0
34209,Fifth Regiment Armory,Fifth Regiment Armory,,,,23x10cm folded; 23x20cm open,,Star Spangled Banner Centennial Military and Naval Ball,1914-0911_wotm,1914-09-11,Fifth Regiment Armory,,,under review,3,27,1914.0
34210,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0912_wotm,1914-09-11,Waldorf Astoria,Dollars,$,under review,4,502,1914.0
34211,The Bancroft,The Bancroft,,,,15.5x10cm,,Masonic Temple,1914-0913_wotm,1914-09-12,The Bancroft,,,under review,1,15,1914.0
34212,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0914_wotm,1914-09-13,Waldorf Astoria,Dollars,$,complete,2,265,1914.0
34213,"S. S. ""Kyle""","S. S. ""Kyle""",,,,17.5x13cm,,,1914-0915_wotm,1914-09-13,"S. S. ""Kyle""",Dollars,$,complete,2,26,1914.0
34214,Hotel La Salle,Hotel La Salle,,,,22.5x14.5cm folded; 22.5x29cm open,,Royal Order of Scotland,1914-0916_wotm,1914-09-14,Hotel La Salle,,,complete,4,21,1914.0
34215,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0917_wotm,1914-09-14,Waldorf Astoria,Dollars,$,complete,5,685,1914.0
34216,Hotel La Salle,Hotel La Salle,,,,16x9.5cm,,Ancient Accepted Scottish Rite of Freemasonry,1914-0918_wotm,1914-09-15,Hotel La Salle,,,under review,1,16,1914.0
34217,Waldorf Astoria,Waldorf Astoria,,,,23x14cm folded; 23x28cm open,,,1914-0919_wotm,1914-09-16,Waldorf Astoria,Dollars,$,under review,4,207,1914.0
34218,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,Menu also written in French,1914-0920_wotm,1914-09-16,Waldorf Astoria,Dollars,$,complete,3,350,1914.0
34219,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0921_wotm,1914-09-16,Waldorf Astoria,Dollars,$,under review,6,798,1914.0
34220,Hotel McAlpin,Hotel McAlpin,,,,26.5x19cm,,,1914-0922_wotm,1914-09-19,Hotel McAlpin,,,complete,2,15,1914.0
34221,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0923_wotm,1914-09-19,Waldorf Astoria,Dollars,$,under review,6,720,1914.0
34222,Intercolonial Railway,Intercolonial Railway,,,,23x14cm  ,,,1914-0924_wotm,1914-09-21,Intercolonial Railway,Canadian Dollars,C$,under review,4,251,1914.0
34223,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0925_wotm,1914-09-22,Waldorf Astoria,Dollars,$,under review,2,261,1914.0
34224,Café des Beaux-Arts,Café des Beaux-Arts,,,,32x19cm folded; 32x38cm open,,,1914-0926_wotm,1914-09-23,Café des Beaux-Arts,Dollars,$,under review,4,274,1914.0
34225,The Hollenden,The Hollenden,,,,18.5x15.5cm folded; 18.5x31cm open,,,1914-0927_wotm,1914-09-23,The Hollenden,,,complete,16,20,1914.0
34226,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,Menu also written in French,1914-0928_wotm,1914-09-23,Waldorf Astoria,Dollars,$,complete,3,377,1914.0
34227,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0929_wotm,1914-09-23,Waldorf Astoria,Dollars,$,complete,2,156,1914.0
34228,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0930_wotm,1914-09-24,Waldorf Astoria,Dollars,$,complete,3,376,1914.0
34229,Waldorf Astoria,Waldorf Astoria,,,,23x15cm folded; 23x30cm open,,,1914-0931_wotm,1914-09-25,Waldorf Astoria,Dollars,$,under review,4,190,1914.0
34230,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0932_wotm,1914-09-25,Waldorf Astoria,Dollars,$,complete,2,271,1914.0
34231,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0933_wotm,1914-09-26,Waldorf Astoria,Dollars,$,under review,2,256,1914.0
34232,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0934_wotm,1914-09-27,Waldorf Astoria,Dollars,$,under review,2,265,1914.0
34233,Hotel Astor,Hotel Astor,,,,27x17.5cm folded; 27x35cm open,,,1914-0935_wotm,1914-09-28,Hotel Astor,Dollars,$,under review,4,297,1914.0
34234,Hotel Astor,Hotel Astor,,,,27x17cm,,,1914-0936_wotm,1914-09-28,Hotel Astor,Dollars,$,complete,2,113,1914.0
34235,Hotel Astor,Hotel Astor,,,,27x17cm,,,1914-0937_wotm,1914-09-28,Hotel Astor,Dollars,$,under review,2,286,1914.0
34236,Hotel Astor,Hotel Astor,,,,27.5x17cm  ,,,1914-0938_wotm,1914-09-28,Hotel Astor,Dollars,$,complete,1,104,1914.0
34237,Hotel Seneca,Hotel Seneca,,,,16x10.5cm,,,1914-0939_wotm,1914-09-28,Hotel Seneca,,,under review,1,21,1914.0
34238,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0940_wotm,1914-09-28,Waldorf Astoria,Dollars,$,under review,2,261,1914.0
34239,Hotel Astor,Hotel Astor,,,,16x13.5cm,,,1914-0941_wotm,1914-09-28,Hotel Astor,Dollars,$,under review,2,64,1914.0
34240,Hotel Astor,Hotel Astor,,,,27x17cm,,,1914-0942_wotm,1914-09-29,Hotel Astor,Dollars,$,complete,1,142,1914.0
34241,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0943_wotm,1914-09-29,Waldorf Astoria,Dollars,$,under review,2,258,1914.0
34242,Jonathan Club,Jonathan Club,,,,15.5x12cm,,,1914-0944_wotm,1914-09-30,Jonathan Club,,,under review,2,23,1914.0
34243,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-0945_wotm,1914-09-30,Waldorf Astoria,Dollars,$,under review,2,291,1914.0
34244,Marlborough Blenheim,Marlborough Blenheim,,,,26.5x20cm folded; 26.5x40cm open,,Carriage Builders' National Association,1914-0946_wotm,1914-10-01,Marlborough Blenheim,,,under review,5,18,1914.0
34245,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0947_wotm,1914-10-01,Waldorf Astoria,Dollars,$,under review,2,275,1914.0
34246,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0948_wotm,1914-10-02,Waldorf Astoria,Dollars,$,under review,2,270,1914.0
34247,Hotel Albemarle Hoffman,Hotel Albemarle Hoffman,,,,21.5x14cm ,,,1914-0949_wotm,1914-10-02,Hotel Albemarle Hoffman,Dollars,$,complete,2,40,1914.0
34248,Pennsylvania Railroad Restaurants,Pennsylvania Railroad Restaurants,,,,27x16cm,,,1914-0950_wotm,1914-10-03,Pennsylvania Railroad Restaurants,Dollars,$,complete,2,317,1914.0
34249,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0951_wotm,1914-10-04,Waldorf Astoria,Dollars,$,under review,2,273,1914.0
34250,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0952_wotm,1914-10-05,Waldorf Astoria,Dollars,$,complete,2,267,1914.0
34251,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0953_wotm,1914-10-06,Waldorf Astoria,Dollars,$,under review,2,258,1914.0
34252,Hotel Somerset,Hotel Somerset,,,,16x11cm,,,1914-0954_wotm,1914-10-06,Hotel Somerset,,,complete,1,11,1914.0
34253,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0955_wotm,1914-10-07,Waldorf Astoria,Dollars,$,complete,2,264,1914.0
34254,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,Menu also printed in French,1914-0956_wotm,1914-10-07,Waldorf Astoria,Dollars,$,under review,3,180,1914.0
34255,Preston's Coffee House,Preston's Coffee House,,,,23.5x14cm folded; 23.5x28cm open,,,1914-0957_wotm,1914-10-07,Preston's Coffee House,Dollars,$,under review,5,178,1914.0
34256,Seelbach Hotel,Seelbach Hotel,,,,20x15.5cm,,,1914-0958_wotm,1914-10-08,Seelbach Hotel,,,under review,9,23,1914.0
34257,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0959_wotm,1914-10-08,Waldorf Astoria,Dollars,$,under review,2,267,1914.0
34258,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,Menu also printed in French,1914-0960_wotm,1914-10-08,Waldorf Astoria,Dollars,$,complete,3,223,1914.0
34259,Cafre Club,Cafre Club,,,,20.5x14.5cm folded; 20.5x29cm open,,,1914-0961_wotm,1914-10-08,Cafre Club,,,under review,8,17,1914.0
34260,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0962_wotm,1914-10-09,Waldorf Astoria,Dollars,$,under review,3,364,1914.0
34261,Carlton Terrace,Carlton Terrace,,,,26x19.5cm folded; 26x36.5cm open,,,1914-0963_wotm,1914-10-09,Carlton Terrace,Dollars,$,complete,4,346,1914.0
34262,Lord & Taylor Restaurant and Tea Rooms,Lord & Taylor Restaurant and Tea Rooms,,,,28x19cm folded; 28x38cm open,,,1914-0964_wotm,1914-10-09,Lord & Taylor Restaurant and Tea Rooms,Dollars,$,under review,4,268,1914.0
34263,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0965_wotm,1914-10-10,Waldorf Astoria,Dollars,$,under review,2,264,1914.0
34264,Hotel Statler,Hotel Statler,,,,19x12cm folded; 19x24cm open,,,1914-0966_wotm,1914-10-10,Hotel Statler,,,under review,6,10,1914.0
34265,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0967_wotm,1914-10-11,Waldorf Astoria,Dollars,$,under review,4,502,1914.0
34266,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,18x14cm,,,1914-0968_wotm,1914-10-12,[Restaurant name and/or location not given],,,under review,2,18,1914.0
34267,Sphinx Club,Sphinx Club,,,,23.5x14cm folded; 23.5x28cm open,,,1914-0969_wotm,1914-10-13,Sphinx Club,,,complete,3,17,1914.0
34268,Ebling's Casino,Ebling's Casino,,,,18x14cm folded; 18x28cm open,,,1914-0970_wotm,1914-10-13,Ebling's Casino,Dollars,$,complete,5,20,1914.0
34269,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0971_wotm,1914-10-13,Waldorf Astoria,Dollars,$,under review,2,266,1914.0
34270,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,Menu also printed in French,1914-0972_wotm,1914-10-14,Waldorf Astoria,Dollars,$,under review,3,301,1914.0
34271,Terrace Garden,Terrace Garden,,,,16.5x11cm folded; 16.5x22cm open,,,1914-0973_wotm,1914-10-14,Terrace Garden,,,complete,3,26,1914.0
34272,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0974_wotm,1914-10-14,Waldorf Astoria,Dollars,$,complete,4,520,1914.0
34273,Hotel Astor,Hotel Astor,,,,17.5x11cm folded; 17.5x22cm open,,New York Credit Men's Association,1914-0975_wotm,1914-10-15,Hotel Astor,,,under review,5,23,1914.0
34275,Waldorf Astoria,Waldorf Astoria,,,,23x14cm folded; 23x28cm open,,,1914-0977_wotm,1914-10-16,Waldorf Astoria,Dollars,$,complete,4,207,1914.0
34276,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0978_wotm,1914-10-16,Waldorf Astoria,Dollars,$,complete,2,255,1914.0
34278,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0980_wotm,1914-10-17,Waldorf Astoria,Dollars,$,under review,6,804,1914.0
34279,Hotel Deming,Hotel Deming,,,,18.5x15.5cm folded; 18.5x31cm open,,,1914-0981_wotm,1914-10-20,Hotel Deming,,,under review,2,20,1914.0
34280,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0982_wotm,1914-10-20,Waldorf Astoria,Dollars,$,under review,3,417,1914.0
34281,Lord & Taylor Restaurant and Tea Rooms,Lord & Taylor Restaurant and Tea Rooms,,,,28x19cm folded; 28x38cm open,,,1914-0983_wotm,1914-10-21,Lord & Taylor Restaurant and Tea Rooms,Dollars,$,under review,4,271,1914.0
34282,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,Menu also printed in French,1914-0984_wotm,1914-10-21,Waldorf Astoria,Dollars,$,complete,3,249,1914.0
34283,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0985_wotm,1914-10-21,Waldorf Astoria,Dollars,$,under review,4,499,1914.0
34284,The New Willard,The New Willard,,,,18x12.5cm folded; 18x25cm open,,American Bar Association,1914-0986_wotm,1914-10-22,The New Willard,,,under review,6,12,1914.0
34285,Waldorf Astoria,Waldorf Astoria,,,,23x14cm folded; 23x28cm open,,,1914-0987_wotm,1914-10-22,Waldorf Astoria,Dollars,$,under review,4,206,1914.0
34286,The Adolphus,The Adolphus,,,,20x18.5cm folded; 20x37cm open,,,1914-0988_wotm,1914-10-23,The Adolphus,,,under review,3,16,1914.0
34287,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0989_wotm,1914-10-23,Waldorf Astoria,Dollars,$,under review,6,772,1914.0
34288,Bismark Garden,Bismark Garden,,,,18.5x11cm folded; 18.5x22cm open,,,1914-0990_wotm,1914-10-10,Bismark Garden,,,under review,10,15,1914.0
34289,Hotel St. Andrew,Hotel St. Andrew,,,,20x12.5cm,,,1914-0991_wotm,1914-10-25,Hotel St. Andrew,Dollars,$,under review,1,20,1914.0
34290,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0992_wotm,1914-10-26,Waldorf Astoria,Dollars,$,complete,5,57,1914.0
34291,The Adolphus Hotel,The Adolphus Hotel,,,,24x17cm folded; 24x34cm open,,,1914-0993_wotm,1914-10-27,The Adolphus Hotel,,,under review,6,17,1914.0
34293,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0995_wotm,1914-10-28,Waldorf Astoria,Dollars,$,complete,4,538,1914.0
34294,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,Menu also printed in French,1914-0996_wotm,1914-10-29,Waldorf Astoria,Dollars,$,complete,3,368,1914.0
34295,Waldorf Astoria,Waldorf Astoria,,,,23x14cm folded; 23x28cm open,,,1914-0997_wotm,1914-10-30,Waldorf Astoria,Dollars,$,under review,4,207,1914.0
34296,St. Anthony Hotel,St. Anthony Hotel,,,,15x10cm,,"Rotary Club of San Antonio, Texas",1914-0998_wotm,1914-10-30,St. Anthony Hotel,,,complete,2,20,1914.0
34297,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm ,,,1914-0999_wotm,1914-10-20,Waldorf Astoria,Dollars,$,under review,4,194,1914.0
34298,Emil Kuehn,Emil Kuehn,,,,18x14cm folded; 18x28cm open,,,1914-1000_wotm,1914-10-31,Emil Kuehn,Dollars,$,under review,4,185,1914.0
34299,Great Northern,Great Northern,,,,18x13.5cm folded; 18x27cm open,,,1914-1001_wotm,1914-10-31,Great Northern,Dollars,$,under review,6,156,1914.0
34300,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-1002_wotm,1914-11-01,Waldorf Astoria,Dollars,$,under review,2,262,1914.0
34301,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-1003_wotm,1914-11-02,Waldorf Astoria,Dollars,$,complete,2,265,1914.0
34302,Metropolitan Club,Metropolitan Club,,,,17.5x11cm,,,1914-1004_wotm,1914-11-02,Metropolitan Club,,,complete,1,20,1914.0
34303,Ellicott Club,Ellicott Club,,,,16x10cm,,,1914-1005_wotm,1914-11-03,Ellicott Club,Dollars,$,complete,1,22,1914.0
34304,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-1006_wotm,1914-11-03,Waldorf Astoria,Dollars,$,under review,3,406,1914.0
34305,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-1007_wotm,1914-11-04,Waldorf Astoria,Dollars,$,under review,2,272,1914.0
34306,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-1008_wotm,1914-11-05,Waldorf Astoria,Dollars,$,complete,2,274,1914.0
34307,Waldorf Astoria,Waldorf Astoria,,,,21.5x13.5cm,,,1914-1009_wotm,1914-11-06,Waldorf Astoria,Dollars,$,complete,2,265,1914.0
34308,Waldorf Astoria,Waldorf Astoria,,,,23x14cm folded; 23x28cm open,,,1914-1010_wotm,1914-11-06,Waldorf Astoria,Dollars,$,complete,4,214,1914.0
34309,Waldorf Astoria,Waldorf Astoria,,,,23.5x16cm folded; 23.5x32cm open,,Menu also printed in French,1914-1011_wotm,1914-11-06,Waldorf Astoria,Dollars,$,under review,4,387,1914.0
34310,Waldorf Astoria,Waldorf Astoria,,,,14.5x20cm,,,1914-1012_wotm,1914-11-06,Waldorf Astoria,Dollars,$,under review,2,80,1914.0
34311,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,14x9cm,,,1914-1013_wotm,1914-11-07,[Restaurant name and/or location not given],,,under review,2,28,1914.0
34312,The Pioneer Limited,The Pioneer Limited,,,,21x14cm,,,1914-1014_wotm,1914-11-07,The Pioneer Limited,Dollars,$,under review,3,90,1914.0
34313,Guildhall,Guildhall,,,,24x18.5cm folded; 24x37cm open,,,1914-1015_wotm,1914-11-09,Guildhall,,,complete,5,31,1914.0
34314,Hotel Westminster,Hotel Westminster,,,,15.5x9cm folded; 15.5x18cm open,,,1914-1016_wotm,1914-11-09,Hotel Westminster,,,under review,5,15,1914.0
34315,Sphinx Club,Sphinx Club,,,,13.5x14cm folded; 13.5x28cm open,,,1914-1017_wotm,1914-11-10,Sphinx Club,,,complete,3,18,1914.0
34316,Val. Schmitt's Hofbrau Haus,Val. Schmitt's Hofbrau Haus,,,,14x10.5cm folded; 14x21cm open,,,1914-1018_wotm,1914-11-13,Val. Schmitt's Hofbrau Haus,,,under review,2,26,1914.0
34318,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,20x13.5cm folded; 20x27cm open,,Royal Arch Masons of the State of New York,1914-1020_wotm,1914-11-17,[Restaurant name and/or location not given],,,under review,4,22,1914.0
34319,The Toltec Club,The Toltec Club,,,,19x12.5cm folded; 19x25cm open,,,1914-1021_wotm,1914-11-18,The Toltec Club,,,complete,3,20,1914.0
34320,Ritz-Carlton,Ritz-Carlton,,,,23x16cm folded; 23x32cm open,,,1914-1022_wotm,1914-11-19,Ritz-Carlton,,,under review,3,15,1914.0
34321,Hotel Astor,Hotel Astor,,,,16.5x11cm,,The Thomas Hunter Association of Grammar School No. 35,1914-1023_wotm,1914-11-21,Hotel Astor,,,under review,1,19,1914.0
34322,Delmonico's,Delmonico's,,,,17.5x13cm folded; 17.5x26cm open,,Square Club - Seventh Masonic District,1914-1024_wotm,1914-11-21,Delmonico's,,,under review,4,21,1914.0
34323,Hotel Bossert,Hotel Bossert,,,,19.5x14cm folded; 19.5x28cm open,,Chiropean Dinner to Gentlemen,1914-1025_wotm,1914-11-23,Hotel Bossert,,,under review,5,19,1914.0
34324,Bohemian Club,Bohemian Club,,,,17.5x11cm,,,1914-1026_wotm,1914-11-23,Bohemian Club,,,complete,1,23,1914.0
34325,The New York Athletic Club of the City of New York,The New York Athletic Club of the City of New York,,,,18.5x11.5cm,,,1914-1027_wotm,1914-11-24,The New York Athletic Club of the City of New York,,,under review,1,14,1914.0
34326,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,13.5x8.5cm,,Farewell to bachelor days dinner tendered to his friends by Hugo Hoffstadter,1914-1028_wotm,1914-11-28,[Restaurant name and/or location not given],,,complete,2,16,1914.0
34327,The Bellevue-Stratford,The Bellevue-Stratford,,,,23x15.5cm folded; 23x31cm open,,St. Andrew's Society of Philadelphia,1914-1029_wotm,1914-11-30,The Bellevue-Stratford,,,complete,14,25,1914.0
34328,Hotel Brevoort,Hotel Brevoort,,,,17.5x8.5cm ,,Club des Jeunes,1914-1030_wotm,1914-12-01,Hotel Brevoort,,,under review,1,17,1914.0
34329,Child's,Child's,,,,21x13cm folded; 21x26cm open,,,1914-1031_wotm,1914-12-01,Child's,Dollars,$,complete,5,152,1914.0
34330,Hotel Astor,Hotel Astor,,,,20x13.5cm folded; 20x27cm open,,The Economic Club of New York,1914-1032_wotm,1914-12-02,Hotel Astor,,,under review,5,19,1914.0
34331,Waldorf Astoria,Waldorf Astoria,,,,16x10cm,,The Larchmont Yacht Club,1914-1033_wotm,1914-12-02,Waldorf Astoria,Dollars,$,complete,1,22,1914.0
34332,Hotel Pontchartrain,Hotel Pontchartrain,,,,18x12cm folded; 36x12cm open,,Bankers Club of Detroit,1914-1034_wotm,1914-12-03,Hotel Pontchartrain,,,complete,7,25,1914.0
34333,Waldorf Astoria,Waldorf Astoria,,,,17x11.5cm folded; 17x23cm open,,New York State Hotel Association,1914-1035_wotm,1914-12-03,Waldorf Astoria,,,complete,2,30,1914.0
34334,Hotel Astor,Hotel Astor,,,,16x10cm folded; 16x20cm open,,American Society of Mechanical Engineers,1914-1036_wotm,1914-12-03,Hotel Astor,,,complete,4,13,1914.0
34335,Congress Hotel,Congress Hotel,,,,20x14.5cm folded; 20x29cm open,,Catalogue of Books and The Rules of The Library of The Indiana Society of Chicago,1914-1037_wotm,1914-12-05,Congress Hotel,,,complete,18,20,1914.0
34336,The Merchants Club,The Merchants Club,,,,24x13cm folded; 24x26cm open,,The Lumber Exchange,1914-1038_wotm,1914-12-07,The Merchants Club,,,under review,5,21,1914.0
34338,Hotel duPont,Hotel duPont,,,,16x11cm,,Hercules Powder Co.,1914-1040_wotm,1914-12-09,Hotel duPont,,,complete,2,19,1914.0
34339,Waldorf Astoria,Waldorf Astoria,,,,18x13cm,,Mark Rock Club,1914-1041_wotm,1914-12-09,Waldorf Astoria,,,under review,1,19,1914.0
34341,The Bancroft Hotel,The Bancroft Hotel,,,,14x9cm,,New England Hotel Association,1914-1043_wotm,1914-12-10,The Bancroft Hotel,,,under review,5,13,1914.0
